"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage,,,,,,,,
"[17, 257, 4369, 4096, 35129, 11055, 1289]",4369,4096,35129,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35257, 27622, 3209]",4369,4096,35257,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35353, 4773, 553]",4369,4096,35353,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35401, 17640, 2041]",4369,4096,35401,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35449, 34973, 4041]",4369,4096,35449,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35593, 7169, 825]",4369,4096,35593,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35753, 19212, 2201]",4369,4096,35753,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35801, 9868, 1129]",4369,4096,35801,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35897, 4566, 521]",4369,4096,35897,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35977, 21862, 2489]",4369,4096,35977,1.79,,,,,,,,
"[17, 257, 4369, 4096, 35993, 17232, 1961]",4369,4096,35993,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36073, 25584, 2905]",4369,4096,36073,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36137, 34099, 3865]",4369,4096,36137,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36217, 28940, 3273]",4369,4096,36217,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36313, 5470, 617]",4369,4096,36313,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36457, 4210, 473]",4369,4096,36457,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36473, 26865, 3017]",4369,4096,36473,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36697, 20436, 2281]",4369,4096,36697,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36713, 1945, 217]",4369,4096,36713,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36761, 10707, 1193]",4369,4096,36761,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36793, 15028, 1673]",4369,4096,36793,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36809, 24093, 2681]",4369,4096,36809,1.79,,,,,,,,
"[17, 257, 4369, 4096, 36857, 5264, 585]",4369,4096,36857,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37049, 12817, 1417]",4369,4096,37049,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37097, 17036, 1881]",4369,4096,37097,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37273, 6197, 681]",4369,4096,37273,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37321, 19763, 2169]",4369,4096,37321,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37337, 33627, 3689]",4369,4096,37337,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37369, 666, 73]",4369,4096,37369,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37529, 3894, 425]",4369,4096,37529,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37561, 8299, 905]",4369,4096,37561,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37657, 21559, 2345]",4369,4096,37657,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37897, 24213, 2617]",4369,4096,37897,1.79,,,,,,,,
"[17, 257, 4369, 4096, 37993, 28133, 3033]",4369,4096,37993,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38153, 21992, 2361]",4369,4096,38153,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38201, 21572, 2313]",4369,4096,38201,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38281, 1729, 185]",4369,4096,38281,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38329, 1282, 137]",4369,4096,38329,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38377, 5631, 601]",4369,4096,38377,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38393, 29479, 3145]",4369,4096,38393,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38569, 32778, 3481]",4369,4096,38569,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38713, 17022, 1801]",4369,4096,38713,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38729, 26560, 2809]",4369,4096,38729,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38873, 20433, 2153]",4369,4096,38873,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38921, 15137, 1593]",4369,4096,38921,1.79,,,,,,,,
"[17, 257, 4369, 4096, 38953, 9976, 1049]",4369,4096,38953,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39097, 33074, 3465]",4369,4096,39097,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39113, 3600, 377]",4369,4096,39113,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39161, 22726, 2377]",4369,4096,39161,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39209, 7591, 793]",4369,4096,39209,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39241, 22006, 2297]",4369,4096,39241,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39769, 32089, 3305]",4369,4096,39769,1.79,,,,,,,,
"[17, 257, 4369, 4096, 39929, 15685, 1609]",4369,4096,39929,1.79,,,,,,,,
"[17, 257, 4369, 4096, 40009, 14935, 1529]",4369,4096,40009,1.79,,,,,,,,
"[17, 257, 4369, 4096, 40153, 8558, 873]",4369,4096,40153,1.79,,,,,,,,
"[17, 257, 4369, 4096, 40169, 28489, 2905]",4369,4096,40169,1.79,,,,,,,,
"[17, 257, 4369, 4096, 40361, 16643, 1689]",4369,4096,40361,1.79,,,,,,,,
"[17, 257, 4369, 4096, 40697, 8356, 841]",4369,4096,40697,1.79,,,,,,,,
"[17, 257, 4369, 4096, 40841, 17160, 1721]",4369,4096,40841,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41017, 35980, 3593]",4369,4096,41017,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41081, 25124, 2505]",4369,4096,41081,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41113, 9405, 937]",4369,4096,41113,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41161, 24369, 2425]",4369,4096,41161,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41177, 39659, 3945]",4369,4096,41177,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41257, 28616, 2841]",4369,4096,41257,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41513, 26199, 2585]",4369,4096,41513,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41593, 20238, 1993]",4369,4096,41593,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41609, 9681, 953]",4369,4096,41609,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41641, 4158, 409]",4369,4096,41641,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41737, 29275, 2873]",4369,4096,41737,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41801, 39117, 3833]",4369,4096,41801,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41849, 17747, 1737]",4369,4096,41849,1.79,,,,,,,,
"[17, 257, 4369, 4096, 41897, 1565, 153]",4369,4096,41897,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42073, 10282, 1001]",4369,4096,42073,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42089, 31166, 3033]",4369,4096,42089,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42169, 4046, 393]",4369,4096,42169,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42281, 18756, 1817]",4369,4096,42281,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42409, 38692, 3737]",4369,4096,42409,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42457, 27624, 2665]",4369,4096,42457,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42473, 6232, 601]",4369,4096,42473,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42569, 31854, 3065]",4369,4096,42569,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42649, 36412, 3497]",4369,4096,42649,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42697, 9267, 889]",4369,4096,42697,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42793, 13634, 1305]",4369,4096,42793,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42841, 2437, 233]",4369,4096,42841,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42937, 39006, 3721]",4369,4096,42937,1.79,,,,,,,,
"[17, 257, 4369, 4096, 42953, 6638, 633]",4369,4096,42953,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43049, 11025, 1049]",4369,4096,43049,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43177, 31297, 2969]",4369,4096,43177,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43321, 13633, 1289]",4369,4096,43321,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43481, 17420, 1641]",4369,4096,43481,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43577, 10990, 1033]",4369,4096,43577,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43609, 37913, 3561]",4369,4096,43609,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43721, 42280, 3961]",4369,4096,43721,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43753, 36500, 3417]",4369,4096,43753,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43801, 3176, 297]",4369,4096,43801,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43913, 29429, 2745]",4369,4096,43913,1.79,,,,,,,,
"[17, 257, 4369, 4096, 43961, 28946, 2697]",4369,4096,43961,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44041, 6118, 569]",4369,4096,44041,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44089, 5608, 521]",4369,4096,44089,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44201, 20989, 1945]",4369,4096,44201,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44249, 9431, 873]",4369,4096,44249,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44281, 14627, 1353]",4369,4096,44281,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44537, 11928, 1097]",4369,4096,44537,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44617, 11078, 1017]",4369,4096,44617,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44633, 27645, 2537]",4369,4096,44633,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44729, 21065, 1929]",4369,4096,44729,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44777, 26160, 2393]",4369,4096,44777,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44809, 42632, 3897]",4369,4096,44809,1.79,,,,,,,,
"[17, 257, 4369, 4096, 44953, 13093, 1193]",4369,4096,44953,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45161, 44731, 4057]",4369,4096,45161,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45289, 20798, 1881]",4369,4096,45289,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45337, 31623, 2857]",4369,4096,45337,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45433, 24946, 2249]",4369,4096,45433,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45481, 7384, 665]",4369,4096,45481,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45497, 12896, 1161]",4369,4096,45497,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45641, 45563, 4089]",4369,4096,45641,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45673, 39529, 3545]",4369,4096,45673,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45737, 4567, 409]",4369,4096,45737,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45817, 43770, 3913]",4369,4096,45817,1.79,,,,,,,,
"[17, 257, 4369, 4096, 45833, 32148, 2873]",4369,4096,45833,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46073, 41135, 3657]",4369,4096,46073,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46153, 40305, 3577]",4369,4096,46153,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46441, 31486, 2777]",4369,4096,46441,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46457, 13894, 1225]",4369,4096,46457,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46489, 42596, 3753]",4369,4096,46489,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46601, 23949, 2105]",4369,4096,46601,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46633, 17772, 1561]",4369,4096,46633,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46649, 23427, 2057]",4369,4096,46649,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46681, 5573, 489]",4369,4096,46681,1.79,,,,,,,,
"[17, 257, 4369, 4096, 46889, 14939, 1305]",4369,4096,46889,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47017, 37019, 3225]",4369,4096,47017,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47129, 12254, 1065]",4369,4096,47129,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47161, 17789, 1545]",4369,4096,47161,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47353, 27480, 2377]",4369,4096,47353,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47417, 14922, 1289]",4369,4096,47417,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47497, 37768, 3257]",4369,4096,47497,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47513, 31656, 2729]",4369,4096,47513,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47609, 24653, 2121]",4369,4096,47609,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47657, 6248, 537]",4369,4096,47657,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47737, 47096, 4041]",4369,4096,47737,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47881, 9644, 825]",4369,4096,47881,1.79,,,,,,,,
"[17, 257, 4369, 4096, 47977, 14536, 1241]",4369,4096,47977,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48073, 43484, 3705]",4369,4096,48073,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48121, 18903, 1609]",4369,4096,48121,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48281, 23115, 1961]",4369,4096,48281,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48313, 28792, 2441]",4369,4096,48313,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48409, 45868, 3881]",4369,4096,48409,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48473, 33053, 2793]",4369,4096,48473,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48649, 677, 57]",4369,4096,48649,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48761, 35916, 3017]",4369,4096,48761,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48809, 17076, 1433]",4369,4096,48809,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48857, 4306, 361]",4369,4096,48857,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48889, 10038, 841]",4369,4096,48889,1.79,,,,,,,,
"[17, 257, 4369, 4096, 48953, 46001, 3849]",4369,4096,48953,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49033, 20602, 1721]",4369,4096,49033,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49081, 20047, 1673]",4369,4096,49081,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49177, 37375, 3113]",4369,4096,49177,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49193, 37195, 3097]",4369,4096,49193,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49369, 47549, 3945]",4369,4096,49369,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49417, 40839, 3385]",4369,4096,49417,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49433, 34480, 2857]",4369,4096,49433,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49481, 3008, 249]",4369,4096,49481,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49529, 27195, 2249]",4369,4096,49529,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49801, 11587, 953]",4369,4096,49801,1.79,,,,,,,,
"[17, 257, 4369, 4096, 49993, 46783, 3833]",4369,4096,49993,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50153, 13628, 1113]",4369,4096,50153,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50329, 49260, 4009]",4369,4096,50329,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50377, 17231, 1401]",4369,4096,50377,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50441, 29075, 2361]",4369,4096,50441,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50777, 6062, 489]",4369,4096,50777,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50857, 43221, 3481]",4369,4096,50857,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50873, 49395, 3977]",4369,4096,50873,1.79,,,,,,,,
"[17, 257, 4369, 4096, 50969, 16438, 1321]",4369,4096,50969,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51001, 22425, 1801]",4369,4096,51001,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51193, 32908, 2633]",4369,4096,51193,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51241, 13123, 1049]",4369,4096,51241,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51257, 19334, 1545]",4369,4096,51257,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51449, 29857, 2377]",4369,4096,51449,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51481, 10168, 809]",4369,4096,51481,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51577, 2531, 201]",4369,4096,51577,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51593, 41025, 3257]",4369,4096,51593,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51673, 20702, 1641]",4369,4096,51673,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51721, 13650, 1081]",4369,4096,51721,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51769, 13056, 1033]",4369,4096,51769,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51817, 18938, 1497]",4369,4096,51817,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51913, 50202, 3961]",4369,4096,51913,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51929, 17559, 1385]",4369,4096,51929,1.79,,,,,,,,
"[17, 257, 4369, 4096, 51977, 10469, 825]",4369,4096,51977,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52009, 3568, 281]",4369,4096,52009,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52057, 42004, 3305]",4369,4096,52057,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52121, 28211, 2217]",4369,4096,52121,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52153, 34340, 2697]",4369,4096,52153,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52201, 40285, 3161]",4369,4096,52201,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52249, 523, 41]",4369,4096,52249,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52313, 38941, 3049]",4369,4096,52313,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52361, 31818, 2489]",4369,4096,52361,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52457, 37204, 2905]",4369,4096,52457,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52489, 4011, 313]",4369,4096,52489,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52553, 16333, 1273]",4369,4096,52553,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52697, 7938, 617]",4369,4096,52697,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52889, 18710, 1449]",4369,4096,52889,1.79,,,,,,,,
"[17, 257, 4369, 4096, 52937, 37958, 2937]",4369,4096,52937,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53017, 43607, 3369]",4369,4096,53017,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53113, 35802, 2761]",4369,4096,53113,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53129, 22323, 1721]",4369,4096,53129,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53161, 15276, 1177]",4369,4096,53161,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53353, 52845, 4057]",4369,4096,53353,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53401, 12216, 937]",4369,4096,53401,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53593, 23146, 1769]",4369,4096,53593,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53609, 49748, 3801]",4369,4096,53609,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53657, 8921, 681]",4369,4096,53657,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53849, 19891, 1513]",4369,4096,53849,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53881, 26217, 1993]",4369,4096,53881,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53897, 12540, 953]",4369,4096,53897,1.79,,,,,,,,
"[17, 257, 4369, 4096, 53993, 18046, 1369]",4369,4096,53993,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54121, 43458, 3289]",4369,4096,54121,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54217, 21933, 1657]",4369,4096,54217,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54361, 13285, 1001]",4369,4096,54361,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54377, 40265, 3033]",4369,4096,54377,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54409, 5858, 441]",4369,4096,54409,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54521, 45270, 3401]",4369,4096,54521,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54601, 44270, 3321]",4369,4096,54601,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54617, 9934, 745]",4369,4096,54617,1.79,,,,,,,,
"[17, 257, 4369, 4096, 54713, 1830, 137]",4369,4096,54713,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55001, 32348, 2409]",4369,4096,55001,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55049, 24850, 1849]",4369,4096,55049,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55337, 14172, 1049]",4369,4096,55337,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55529, 53265, 3929]",4369,4096,55529,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55609, 17500, 1289]",4369,4096,55609,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55673, 2732, 201]",4369,4096,55673,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55721, 36907, 2713]",4369,4096,55721,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55817, 14731, 1081]",4369,4096,55817,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55849, 7322, 537]",4369,4096,55849,1.79,,,,,,,,
"[17, 257, 4369, 4096, 55897, 48596, 3561]",4369,4096,55897,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56009, 54163, 3961]",4369,4096,56009,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56041, 46751, 3417]",4369,4096,56041,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56249, 37037, 2697]",4369,4096,56249,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56377, 7171, 521]",4369,4096,56377,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56393, 21051, 1529]",4369,4096,56393,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56473, 27037, 1961]",4369,4096,56473,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56489, 26824, 1945]",4369,4096,56489,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56569, 18686, 1353]",4369,4096,56569,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56633, 3664, 265]",4369,4096,56633,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56681, 10088, 729]",4369,4096,56681,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56713, 30918, 2233]",4369,4096,56713,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56809, 36740, 2649]",4369,4096,56809,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56857, 50319, 3625]",4369,4096,56857,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56873, 50111, 3609]",4369,4096,56873,1.79,,,,,,,,
"[17, 257, 4369, 4096, 56921, 35256, 2537]",4369,4096,56921,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57097, 54323, 3897]",4369,4096,57097,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57193, 3030, 217]",4369,4096,57193,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57241, 16672, 1193]",4369,4096,57241,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57529, 19902, 1417]",4369,4096,57529,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57593, 4626, 329]",4369,4096,57593,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57641, 39980, 2841]",4369,4096,57641,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57689, 24915, 1769]",4369,4096,57689,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57737, 17042, 1209]",4369,4096,57737,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57881, 36755, 2601]",4369,4096,57881,1.79,,,,,,,,
"[17, 257, 4369, 4096, 57977, 28210, 1993]",4369,4096,57977,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58057, 27115, 1913]",4369,4096,58057,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58073, 48673, 3433]",4369,4096,58073,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58153, 33066, 2329]",4369,4096,58153,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58169, 40119, 2825]",4369,4096,58169,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58217, 46747, 3289]",4369,4096,58217,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58313, 23590, 1657]",4369,4096,58313,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58393, 29781, 2089]",4369,4096,58393,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58441, 51036, 3577]",4369,4096,58441,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58537, 57065, 3993]",4369,4096,58537,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58601, 12261, 857]",4369,4096,58601,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58889, 30264, 2105]",4369,4096,58889,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58921, 22455, 1561]",4369,4096,58921,1.79,,,,,,,,
"[17, 257, 4369, 4096, 58937, 29598, 2057]",4369,4096,58937,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59113, 4979, 345]",4369,4096,59113,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59209, 40605, 2809]",4369,4096,59209,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59273, 54541, 3769]",4369,4096,59273,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59369, 1290, 89]",4369,4096,59369,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59417, 15449, 1065]",4369,4096,59417,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59497, 29182, 2009]",4369,4096,59497,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59513, 6640, 457]",4369,4096,59513,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59561, 43173, 2969]",4369,4096,59561,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59753, 25573, 1753]",4369,4096,59753,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59833, 46876, 3209]",4369,4096,59833,1.79,,,,,,,,
"[17, 257, 4369, 4096, 59929, 8091, 553]",4369,4096,59929,1.79,,,,,,,,
"[17, 257, 4369, 4096, 60041, 43990, 3001]",4369,4096,60041,1.79,,,,,,,,
"[17, 257, 4369, 4096, 60089, 43321, 2953]",4369,4096,60089,1.79,,,,,,,,
